Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
349.728,off,-1.56,6.25,3.91,-2.34,13.42,12,-4,18.8,14.50,13.20,-2.00,-2.26,13.69,0.76,0.77,14.15,196,0.875,16,0.00,0.00,0,1299,1447,3,-1.5,9.50,3.19,2.019,194,109,117,24.39,2.08,12.50,207,1895,139.41,1.93,0.000,1.61,0.000,-0.36,21.3,25,0.00,0
349.810,off,0.00,6.25,3.91,-2.34,13.89,17,1,18.0,14.50,13.36,-1.84,-1.97,13.71,0.78,0.78,14.47,196,0.875,18,0.00,0.00,0,1358,1447,3,-1.5,9.50,3.21,1.994,196,109,117,25.00,2.08,12.67,207,1930,134.12,1.42,0.000,1.01,0.000,-0.58,21.3,25,0.00,0
349.871,off,1.56,6.25,3.91,-2.34,14.31,18,5,17.3,14.50,13.28,-1.78,-1.81,13.79,0.75,0.76,14.64,196,0.875,20,0.00,0.00,0,1353,1447,3,-1.5,9.50,3.19,1.984,195,109,117,24.51,2.02,12.73,207,1928,129.78,0.70,0.000,0.00,0.000,-1.10,20.5,26,0.00,0
349.951,off,2.34,5.47,3.91,-2.34,14.39,19,6,18.0,14.50,13.28,-1.80,-1.81,13.86,0.74,0.75,14.70,196,0.875,20,0.00,0.00,0,1443,1393,3,-1.5,10.00,3.11,1.914,195,109,117,24.33,2.02,12.70,207,1952,133.43,0.91,0.000,0.00,0.000,-0.89,20.9,26,0.00,0
350.005,off,2.34,5.47,3.91,-2.34,14.35,21,6,17.3,14.50,13.44,-1.63,-1.67,13.94,0.74,0.74,14.70,196,0.875,22,0.00,0.00,0,1388,1393,3,-1.5,10.00,3.00,1.818,196,109,117,24.54,2.06,12.87,207,1983,129.72,0.44,0.000,0.00,0.000,-1.23,20.9,26,0.00,0
350.089,off,2.34,4.69,3.91,-2.34,14.28,27,6,16.5,14.50,13.28,-1.63,-1.61,14.00,0.72,0.74,14.70,196,0.875,24,0.00,0.00,0,1457,1393,3,-1.5,10.00,2.95,1.789,195,109,117,24.28,2.02,12.87,207,1981,125.23,0.09,0.000,0.00,0.000,-1.51,20.1,27,0.00,0
350.147,off,2.34,3.91,3.91,-2.34,14.24,28,4,14.5,14.50,13.44,-1.53,-1.60,14.08,0.71,0.72,14.70,196,0.875,26,0.00,0.00,0,1419,1393,3,-1.5,9.50,2.92,1.757,196,109,117,24.03,2.02,12.97,207,1993,117.28,-0.52,0.000,0.00,0.000,-2.11,19.7,27,0.00,0
350.228,off,1.56,3.91,3.91,-2.34,14.23,28,3,8.6,14.50,13.44,-1.81,-1.73,14.15,0.69,0.69,14.70,196,0.875,28,0.00,0.00,0,1444,1340,3,-1.5,12.50,2.85,1.709,194,109,117,23.09,1.94,12.69,207,2005,96.26,-1.66,0.000,0.00,0.000,-3.37,17.3,27,0.00,0
350.288,off,1.56,3.12,3.91,-2.34,14.19,29,3,5.5,14.50,13.52,-2.17,-2.05,14.24,0.63,0.64,14.70,196,0.875,28,0.00,0.00,0,1418,1340,3,-1.5,12.50,2.73,1.642,190,109,117,21.35,1.86,12.33,207,1992,75.21,-2.95,0.000,0.00,0.000,-5.00,15.7,27,0.00,0
350.370,off,0.78,2.34,3.91,-2.34,14.19,34,2,6.7,14.50,13.36,-2.77,-2.53,14.32,0.57,0.58,14.70,196,0.875,28,0.00,0.00,0,1318,1115,3,-1.5,14.00,2.51,1.504,184,109,117,19.19,1.68,11.74,207,2000,51.21,-3.80,0.000,0.00,0.000,-6.23,12.6,27,0.00,0
350.430,off,0.78,1.56,3.91,-2.34,14.21,39,1,5.9,14.50,13.12,-3.50,-3.12,14.40,0.50,0.51,14.70,196,0.875,22,0.00,0.00,0,1168,1022,3,-1.5,18.00,2.22,1.309,180,109,118,17.31,1.56,11.00,207,2040,40.04,-4.41,0.000,0.00,0.000,-7.53,11.0,27,0.00,0
350.511,off,0.00,1.56,3.91,-2.34,14.20,43,-1,2.7,14.50,13.36,-4.23,-3.79,14.46,0.43,0.43,14.70,196,0.875,16,0.00,0.00,0,1054,730,3,-1.5,21.50,1.98,1.184,180,109,118,14.11,1.46,10.27,207,2011,17.21,-5.10,0.000,0.00,0.000,-8.77,7.5,27,0.00,0
350.571,off,0.00,1.56,3.91,-2.34,14.16,45,-3,3.5,14.50,13.28,-5.04,-4.54,14.54,0.35,0.36,14.70,196,0.875,10,0.00,0.00,0,928,650,3,-1.5,23.00,1.85,1.101,180,109,118,12.11,1.42,9.47,207,2012,21.99,-4.13,0.000,0.00,0.000,-8.66,7.5,27,0.00,0
350.642,off,-0.78,0.78,3.91,-2.34,14.13,39,-7,0.0,14.50,13.44,-6.11,-5.53,14.60,0.31,0.32,14.76,196,0.875,0,0.00,0.00,0,809,438,3,-1.5,24.50,1.75,1.021,180,109,118,11.02,1.38,8.39,207,2058,9.65,-4.27,0.000,0.00,0.000,-9.64,7.1,27,0.00,0
350.717,off,-1.56,0.00,3.91,-2.34,14.12,25,-12,0.0,14.50,13.28,-7.64,-7.02,14.68,0.27,0.28,14.76,196,0.875,0,0.00,0.00,0,685,438,3,-1.5,24.00,1.56,0.922,180,109,120,9.26,1.32,6.86,207,2035,8.28,-3.10,0.000,0.00,0.000,-9.71,6.7,28,0.00,0
350.795,off,-1.56,0.00,3.91,-2.34,14.18,12,-12,0.0,14.50,13.52,-8.68,-7.91,14.68,0.25,0.25,14.82,194,0.875,0,0.00,0.00,1,602,438,3,-1.5,23.00,1.50,0.886,180,109,120,8.35,1.22,5.82,207,2034,7.20,-1.81,0.000,0.00,0.000,-9.73,6.3,28,0.00,0
350.871,off,0.00,0.00,3.91,-2.34,14.21,0,-6,0.0,14.50,13.52,-9.46,-8.91,14.68,0.22,0.23,14.93,194,0.875,0,0.00,0.00,1,543,438,3,-1.5,21.50,1.45,0.851,180,109,120,7.69,1.20,5.05,207,2050,5.96,-1.18,0.000,0.00,0.000,-9.95,6.3,28,0.00,0
350.936,off,0.00,0.00,3.91,-2.34,14.18,0,1,0.0,14.50,13.52,-10.24,-9.83,14.68,0.19,0.21,14.99,194,0.875,0,0.00,0.00,1,484,438,3,-1.5,20.50,1.42,0.838,180,109,118,6.96,1.18,4.27,207,2028,4.64,-0.26,0.000,0.00,0.000,-9.92,5.9,28,0.00,0
351.021,off,0.00,0.00,3.91,-2.34,14.09,0,3,4.3,14.50,13.28,-10.57,-10.34,14.68,0.18,0.19,14.99,194,0.875,0,0.00,0.00,0,447,438,3,-1.5,20.00,1.39,0.819,180,109,118,6.57,1.20,3.93,207,2034,24.89,1.41,0.000,0.00,0.000,-8.93,5.9,28,0.00,0
351.078,off,-2.34,0.00,3.91,-2.34,14.06,0,5,8.2,14.50,13.44,-10.68,-10.58,14.68,0.21,0.21,14.99,194,0.875,0,0.00,0.00,0,405,438,3,-1.5,21.00,1.69,0.995,180,109,118,7.23,1.26,3.83,207,2038,30.18,2.28,0.000,0.00,0.000,-8.29,8.7,28,0.00,0
351.160,off,-3.12,0.00,3.91,-2.34,14.12,0,3,8.6,14.50,13.36,-10.46,-10.49,14.68,0.23,0.23,14.93,194,0.875,0,0.00,0.00,0,415,438,3,-1.5,23.00,1.78,1.037,180,109,118,8.05,1.42,4.04,207,2064,35.80,2.56,0.000,0.00,0.000,-7.95,9.4,28,0.00,0
351.219,off,-2.34,0.00,3.91,-2.34,14.26,0,-3,12.5,14.50,13.44,-10.10,-10.21,14.68,0.26,0.26,14.82,194,0.875,0,0.00,0.00,0,415,438,3,-1.5,24.00,1.90,1.094,180,109,118,9.17,1.50,4.40,207,2081,43.33,2.69,0.000,0.00,0.000,-7.60,10.2,28,0.00,0
351.301,off,-2.34,0.00,3.91,-2.34,14.41,0,-7,10.2,14.50,13.36,-9.74,-9.85,14.68,0.28,0.29,14.76,194,0.875,0,0.00,0.00,0,485,504,3,-1.5,24.00,1.96,1.158,180,109,118,9.85,1.54,4.76,207,2034,50.96,3.06,0.000,0.00,0.000,-6.84,10.6,28,0.00,0
351.360,off,-2.34,0.00,3.91,-2.34,14.47,8,-14,10.6,14.50,13.44,-9.28,-9.42,14.68,0.31,0.32,14.76,194,0.875,0,0.00,0.00,0,503,504,3,-1.5,24.00,2.06,1.200,180,109,118,11.01,1.58,5.22,207,2062,68.96,3.33,0.000,0.00,0.000,-6.21,11.0,28,0.00,0
351.435,off,-2.34,0.00,3.91,-2.34,14.52,14,-19,9.8,14.50,13.76,-8.18,-8.72,14.68,0.39,0.39,14.76,194,0.875,3,0.00,0.00,0,485,650,3,-1.5,9.00,2.83,1.635,180,109,118,13.58,1.78,6.32,207,2080,81.56,4.26,0.000,0.00,0.000,-4.54,14.6,28,0.00,0
351.506,off,-2.34,0.00,3.91,-2.34,14.54,15,-20,3.1,14.50,14.08,-7.47,-7.79,14.67,0.44,0.44,14.70,194,0.875,7,0.00,0.00,0,579,823,3,-1.5,19.00,2.92,1.706,180,109,118,15.19,1.74,7.03,207,2051,55.25,1.60,0.000,0.00,0.000,-6.29,12.2,28,0.00,0
351.590,off,-2.34,0.00,3.91,-2.34,14.48,22,-22,1.2,14.50,14.00,-7.40,-7.49,14.67,0.41,0.43,14.70,194,0.875,7,0.00,0.00,0,689,730,3,-1.5,19.00,2.73,1.584,180,109,118,14.62,1.58,7.10,207,2068,32.12,-0.14,0.000,0.00,0.000,-7.68,10.2,28,0.00,0
351.648,off,-2.34,0.00,3.91,-2.34,14.43,25,-22,0.0,14.50,14.08,-7.69,-7.59,14.67,0.37,0.39,14.70,194,0.875,0,0.00,0.00,0,674,438,3,-1.5,20.00,2.42,1.405,180,109,118,13.26,1.50,6.81,207,2065,10.00,-1.98,0.000,0.00,0.000,-9.55,8.3,28,0.00,0
351.723,off,-3.12,0.00,3.91,-2.34,14.33,25,-22,0.0,14.50,14.00,-8.56,-8.21,14.68,0.32,0.33,14.76,194,0.875,0,0.00,0.00,0,553,438,3,-1.5,20.50,1.99,1.155,180,109,118,11.35,1.24,5.95,207,2068,8.76,-1.71,0.000,0.00,0.000,-9.74,6.7,28,0.00,0
351.791,off,0.00,0.00,3.91,-2.34,14.17,11,-19,0.0,14.50,13.84,-9.38,-9.00,14.68,0.27,0.28,14.76,194,0.875,0,0.00,0.00,1,440,438,3,-1.5,19.50,1.98,1.142,180,109,118,9.53,1.22,5.12,207,2075,7.45,-1.02,0.000,0.00,0.000,-9.88,6.3,28,0.00,0
351.857,off,0.00,0.00,3.91,-2.34,14.10,0,-14,0.0,14.50,13.92,-10.02,-9.70,14.68,0.22,0.23,14.87,194,0.875,0,0.00,0.00,1,399,438,3,-1.5,19.00,1.86,1.088,180,109,118,7.82,1.16,4.49,207,2053,6.18,-0.36,0.000,0.00,0.000,-9.89,5.9,29,0.00,0
351.937,off,0.00,0.00,3.91,-2.34,14.06,0,-11,0.4,14.50,14.00,-10.51,-10.21,14.68,0.19,0.20,14.99,194,0.875,0,0.00,0.00,0,369,438,3,-1.5,18.50,1.77,1.030,180,109,118,7.03,1.20,4.00,207,2060,10.79,0.54,0.000,0.00,0.000,-9.60,6.3,29,0.00,0
352.000,off,-2.34,0.00,3.91,-2.34,14.04,0,-6,0.8,14.50,14.00,-10.76,-10.58,14.68,0.18,0.19,14.99,194,0.875,0,0.00,0.00,0,359,438,3,-1.5,22.00,1.54,0.893,180,109,118,6.48,1.16,3.74,207,2063,11.56,0.95,0.000,0.00,0.000,-9.54,6.3,29,0.00,0
352.074,off,-3.12,0.00,3.91,-2.34,14.06,0,-5,0.4,14.50,14.16,-10.97,-10.83,14.68,0.17,0.18,14.99,194,0.875,0,0.00,0.00,0,397,438,3,-1.5,23.50,1.44,0.832,180,109,118,6.23,1.20,3.53,207,2083,10.70,1.14,0.000,0.00,0.000,-9.67,6.3,29,0.00,0
352.134,off,-2.34,0.00,3.91,-2.34,14.25,0,-10,0.0,14.50,14.16,-11.07,-11.00,14.68,0.17,0.17,14.99,194,0.875,0,0.00,0.00,0,443,438,3,-1.5,24.50,1.31,0.752,180,109,117,6.05,1.20,3.43,207,2088,9.43,1.21,0.000,0.00,0.000,-9.77,6.3,29,0.00,0
352.225,off,-2.34,0.00,3.91,-2.34,14.40,0,-17,0.0,14.50,14.16,-11.18,-11.11,14.68,0.17,0.17,14.99,194,0.875,0,0.00,0.00,0,457,438,3,-1.5,26.00,1.26,0.723,180,109,117,5.92,1.20,3.32,207,2086,7.93,1.23,0.000,0.00,0.000,-9.86,6.3,29,0.00,0
352.296,off,-2.34,0.00,3.91,-2.34,14.51,0,-19,0.0,14.50,13.76,-11.19,-11.15,14.68,0.17,0.17,14.99,194,0.875,0,0.00,0.00,0,428,438,3,-1.5,26.50,1.22,0.707,180,109,117,5.81,1.20,3.32,207,2074,6.61,1.22,0.000,0.00,0.000,-9.93,6.3,29,0.00,0
352.372,off,-1.56,0.00,3.91,-2.34,14.55,0,-19,0.0,14.50,14.08,-11.22,-11.17,14.68,0.16,0.17,14.99,194,0.875,0,0.00,0.00,0,407,438,3,-1.5,26.50,1.26,0.733,180,109,117,5.76,1.20,3.28,207,2068,5.30,1.19,0.000,0.00,0.000,-9.99,6.3,29,0.00,0
352.434,off,-1.56,0.00,3.91,-2.34,14.57,0,-20,0.0,14.50,13.92,-11.23,-11.20,14.68,0.16,0.17,14.99,194,0.875,0,0.00,0.00,0,398,438,3,-1.5,26.50,1.29,0.752,180,109,117,5.74,1.20,3.27,207,2063,3.89,1.11,0.000,0.00,0.000,-10.08,6.3,29,0.00,0
352.525,off,-1.56,0.00,3.91,-2.34,14.58,0,-19,0.0,14.50,14.00,-11.26,-11.21,14.68,0.16,0.17,14.99,194,0.875,0,0.00,0.00,0,387,438,3,-1.5,27.50,1.29,0.752,180,109,117,5.71,1.20,3.25,207,2065,2.48,1.04,0.000,0.00,0.000,-10.18,6.3,29,0.00,0
352.589,off,-1.56,0.00,3.91,-2.34,14.58,0,-18,0.0,14.50,14.00,-11.27,-11.24,14.68,0.16,0.17,14.99,194,0.875,0,0.00,0.00,0,360,438,3,-1.5,25.50,1.35,0.781,180,109,117,5.74,1.18,3.23,207,2079,1.16,0.93,0.000,0.00,0.000,-10.31,6.3,29,0.00,0
352.658,off,0.00,0.00,3.91,-2.34,14.56,0,-15,0.0,14.50,14.16,-11.31,-11.29,14.68,0.16,0.17,14.99,194,0.875,0,0.00,0.00,1,340,438,3,-1.5,24.00,1.36,0.781,180,109,117,5.73,1.20,3.19,207,2083,0.00,0.87,0.000,0.00,0.000,-10.41,6.3,29,0.00,0
352.724,off,0.00,0.00,3.91,-2.34,14.54,0,-11,0.0,14.50,14.16,-11.37,-11.33,14.68,0.16,0.16,14.99,194,0.875,0,0.00,0.00,1,340,438,3,-1.5,23.50,1.35,0.781,180,109,117,5.67,1.20,3.13,207,2070,0.00,0.93,0.000,0.00,0.000,-10.39,6.3,29,0.00,0
352.800,off,0.00,0.00,3.91,-2.34,14.53,0,-5,0.0,14.50,14.00,-11.40,-11.38,14.68,0.16,0.16,14.99,194,0.875,0,0.00,0.00,1,338,438,3,-1.5,21.50,1.34,0.781,180,109,117,5.66,1.18,3.11,207,2066,0.00,0.98,0.000,0.00,0.000,-10.38,6.3,29,0.00,0
352.872,off,0.00,0.00,3.91,-2.34,14.47,0,1,0.0,14.50,14.08,-11.45,-11.40,14.68,0.16,0.16,14.99,194,0.875,0,0.00,0.00,1,380,438,3,-1.5,20.50,1.35,0.781,180,109,117,5.70,1.18,3.05,207,2073,0.00,1.02,0.000,0.00,0.000,-10.39,6.3,29,0.00,0
352.936,off,0.00,0.00,3.91,-2.34,14.46,0,4,0.0,14.50,13.84,-11.44,-11.42,14.68,0.16,0.16,14.99,194,0.875,0,0.00,0.00,1,424,438,3,-1.5,18.50,1.35,0.781,180,109,117,5.71,1.20,3.06,207,2077,0.00,1.04,0.000,0.00,0.000,-10.39,6.3,29,0.00,0
352.994,off,0.00,0.00,3.91,-2.34,14.48,0,3,0.0,14.50,13.84,-11.48,-11.44,14.68,0.16,0.16,14.99,192,0.875,0,0.00,0.00,1,453,438,3,-1.5,18.00,1.35,0.781,180,109,117,5.69,1.20,3.03,207,2071,0.00,1.05,0.000,0.00,0.000,-10.39,6.3,29,0.00,0
353.078,off,0.00,0.00,3.91,-2.34,14.59,0,2,0.0,14.50,14.00,-11.45,-11.46,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,1,466,438,3,-1.5,16.50,1.35,0.781,180,109,117,5.70,1.20,3.05,207,2067,0.00,1.09,0.000,0.00,0.000,-10.38,6.3,29,0.00,0
353.146,off,0.00,0.00,3.91,-2.34,14.63,0,1,0.0,14.50,14.00,-11.46,-11.47,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,2,484,438,3,-1.5,15.50,1.34,0.781,180,109,117,5.71,1.18,3.04,207,2063,0.00,1.10,0.000,0.00,0.000,-10.38,6.3,28,0.00,0
353.211,off,0.00,0.00,3.91,-2.34,14.73,0,0,0.0,14.50,14.16,-11.49,-11.47,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,2,498,438,3,-1.5,15.50,1.17,0.678,180,109,117,5.70,1.18,3.01,207,2062,0.00,1.08,0.000,0.00,0.000,-10.37,6.3,28,0.00,0
353.285,off,0.00,0.00,3.91,-2.34,14.80,0,-1,0.0,14.50,13.92,-11.46,-11.46,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,3,505,438,3,-1.5,15.50,1.14,0.666,180,109,117,5.71,1.18,3.05,207,2059,0.00,1.09,0.000,0.00,0.000,-10.36,6.3,28,0.00,0
353.355,off,0.00,0.00,3.91,-2.34,15.13,0,-1,0.0,14.50,14.16,-11.46,-11.43,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,3,523,438,3,-1.5,15.50,1.13,0.659,180,109,117,5.68,1.18,3.04,207,2052,0.00,1.10,0.000,0.00,0.000,-10.33,6.3,28,0.00,0
353.435,off,0.00,0.00,3.91,-2.34,15.75,0,-1,0.0,14.50,13.92,-11.41,-11.41,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,4,521,438,3,-1.5,15.50,1.12,0.653,180,109,117,5.72,1.18,3.10,207,2061,0.00,1.08,0.000,0.00,0.000,-10.33,6.3,28,0.00,0
353.512,off,0.00,0.00,3.91,-2.34,16.47,0,-2,0.0,14.50,14.00,-11.42,-11.39,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,4,526,438,3,-1.5,15.50,1.12,0.653,180,109,117,5.70,1.18,3.08,207,2053,0.00,1.06,0.000,0.00,0.000,-10.34,6.3,28,0.00,0
353.587,off,0.00,0.00,3.91,-2.34,16.81,0,-2,0.0,14.50,13.84,-11.36,-11.37,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,4,526,438,3,-1.5,15.50,1.12,0.653,180,109,117,5.72,1.20,3.15,207,2054,0.00,1.03,0.000,0.00,0.000,-10.33,6.3,28,0.00,0
353.647,off,0.00,0.00,3.91,-2.34,17.61,0,-3,0.0,14.50,14.00,-11.36,-11.35,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,4,531,438,3,-1.5,15.50,1.12,0.653,180,109,117,5.74,1.20,3.15,207,2056,0.00,0.99,0.000,0.00,0.000,-10.35,6.3,28,0.00,0
353.727,off,0.00,0.00,3.91,-2.34,18.44,0,-3,0.0,14.50,14.00,-11.34,-11.33,14.68,0.17,0.17,14.99,192,0.875,0,0.00,0.00,4,531,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.74,1.20,3.16,207,2047,0.00,1.02,0.000,0.00,0.000,-10.31,6.3,28,0.00,0
353.789,off,0.00,0.00,3.91,-2.34,20.19,0,-3,0.0,14.50,14.00,-11.34,-11.33,14.68,0.16,0.17,14.99,192,0.875,0,0.00,0.00,4,531,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.68,1.18,3.17,207,2048,0.00,1.01,0.000,0.00,0.000,-10.31,5.9,28,0.00,0
353.867,off,0.00,0.00,3.91,-2.34,21.72,0,-3,0.0,14.50,13.68,-11.37,-11.33,14.68,0.16,0.16,14.99,192,0.875,0,0.00,0.00,4,536,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.62,1.18,3.14,207,2045,0.00,1.02,0.000,0.00,0.000,-10.31,5.9,28,0.00,0
353.929,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,14.08,-11.39,-11.34,14.68,0.16,0.16,14.99,192,0.875,0,0.00,0.00,4,536,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.61,1.18,3.11,207,2043,0.00,1.05,0.000,0.00,0.000,-10.29,5.9,28,0.00,0
354.002,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,14.08,-11.37,-11.37,14.68,0.16,0.16,14.99,192,0.875,0,0.00,0.00,4,536,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.61,1.18,3.14,207,2044,0.00,1.07,0.000,0.00,0.000,-10.30,5.9,28,0.00,0
354.077,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,14.08,-11.40,-11.38,14.68,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,536,438,3,-1.5,15.50,1.11,0.653,180,109,117,5.61,1.16,3.11,207,2042,0.00,1.08,0.000,0.00,0.000,-10.30,5.9,28,0.00,0
354.137,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.68,-11.43,-11.38,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,537,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.60,1.16,3.08,207,2041,0.00,1.09,0.000,0.00,0.060,-10.29,5.9,28,0.00,0
354.194,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,14.00,-11.43,-11.41,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,541,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.58,1.16,3.07,207,2037,0.00,1.13,0.000,0.00,0.209,-10.28,5.9,28,0.00,0
354.270,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.44,-11.42,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,541,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.57,1.16,3.07,207,2034,0.00,1.16,0.000,0.00,0.760,-10.28,5.9,28,0.00,0
354.337,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.40,-11.45,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,541,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.57,1.16,3.11,207,2034,0.00,1.17,0.000,0.00,0.830,-10.27,5.9,28,0.00,0
354.408,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.45,-11.45,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,541,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.57,1.16,3.05,207,2035,0.00,1.17,0.000,0.00,0.890,-10.27,5.9,28,0.00,0
354.458,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.46,-11.43,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,543,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.57,1.18,3.05,207,2032,0.00,1.17,0.000,0.00,0.950,-10.26,5.9,28,0.00,0
354.516,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.44,-11.43,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,547,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.57,1.18,3.06,207,2031,0.00,1.17,0.000,0.00,1.000,-10.26,5.9,28,0.00,0
354.600,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.41,-11.44,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,547,438,3,-1.5,10.50,1.11,0.653,180,109,117,5.57,1.18,3.09,207,2033,0.00,1.16,0.000,0.00,1.000,-10.27,5.9,28,0.00,0
354.660,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.44,-11.40,-11.45,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,547,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.55,1.16,3.10,207,2027,0.00,1.21,0.000,0.00,1.000,-10.25,5.9,28,0.00,0
354.714,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.12,-11.46,-11.45,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,547,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.57,1.18,3.05,207,2029,0.00,1.19,0.000,0.00,1.000,-10.26,5.9,28,0.00,0
354.800,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.46,-11.44,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,552,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.57,1.18,3.04,207,2029,0.00,1.19,0.000,0.00,1.000,-10.25,5.9,28,0.00,0
354.856,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.42,-11.41,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,552,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.55,1.18,3.08,207,2022,0.00,1.19,0.000,0.00,1.000,-10.23,5.9,27,0.00,0
354.914,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.36,-11.39,-11.41,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,552,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.57,1.18,3.11,207,2023,0.00,1.17,0.000,0.00,1.000,-10.24,5.9,27,0.00,0
354.995,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.28,-11.35,-11.39,14.58,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,552,438,3,-1.5,10.50,1.10,0.653,180,109,117,5.56,1.18,3.15,207,2020,0.00,1.17,0.000,0.00,1.000,-10.22,5.9,27,0.00,0
355.059,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.36,-11.33,-11.38,14.58,0.16,0.16,13.02,192,0.875,0,0.00,0.00,4,553,438,3,-1.5,10.50,1.10,0.653,180,109,118,5.55,1.16,3.18,207,2020,0.00,1.16,0.000,0.00,1.000,-10.22,5.9,27,0.00,0
