Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
180.695,off,-2.34,0.00,3.91,-1.56,14.21,20,-11,0.0,14.50,13.28,-8.61,-7.78,14.65,0.26,0.27,14.70,196,0.875,0,0.00,0.00,0,613,438,2,-1.5,19.00,2.05,0.989,180,104,120,11.06,1.42,5.90,204,2494,11.00,-3.05,0.000,0.00,0.000,-10.62,7.9,22,0.00,0
180.750,off,0.00,0.00,3.91,-1.56,14.26,9,-9,0.0,14.50,13.28,-9.48,-8.80,14.65,0.23,0.24,14.76,196,0.875,0,0.00,0.00,1,539,438,2,-1.5,18.50,1.98,0.944,180,104,120,10.14,1.40,5.03,204,2518,9.80,-2.07,0.000,0.00,0.000,-10.69,7.9,22,0.00,0
180.828,off,0.00,0.00,3.91,-1.56,14.26,0,-4,0.0,14.50,13.36,-10.06,-9.62,14.65,0.22,0.23,14.87,196,0.875,0,0.00,0.00,1,454,438,2,-1.5,18.00,1.93,0.928,180,104,120,9.27,1.34,4.44,204,2496,8.40,-1.19,0.000,0.00,0.000,-10.82,7.9,22,0.00,0
180.901,off,0.00,0.00,3.91,-1.56,14.15,0,2,0.0,14.50,13.44,-10.52,-10.21,14.65,0.21,0.21,14.93,196,0.875,0,0.00,0.00,1,395,438,2,-1.5,17.50,1.91,0.925,180,104,120,8.66,1.32,3.98,204,2484,7.00,-0.78,0.000,0.00,0.000,-10.91,7.9,22,0.00,0
180.976,off,0.00,0.00,3.91,-1.56,14.26,0,3,0.0,14.50,13.28,-10.78,-10.60,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,1,365,438,2,-1.5,17.00,1.97,0.957,180,104,120,8.30,1.32,3.72,204,2468,5.60,-0.44,0.000,0.00,0.000,-11.03,7.9,22,0.00,0
181.030,off,0.00,0.00,3.91,-1.56,14.50,0,2,0.0,14.50,13.20,-10.93,-10.83,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,1,379,438,2,-1.5,16.50,1.93,0.944,180,104,118,8.07,1.34,3.58,204,2457,4.20,-0.32,0.000,0.00,0.000,-11.13,7.5,22,0.00,0
181.109,off,0.00,0.00,3.91,-1.56,14.70,0,1,0.0,14.50,13.44,-11.05,-10.99,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,366,438,2,-1.5,15.50,1.83,0.896,180,104,118,7.89,1.32,3.45,204,2452,2.80,-0.26,0.000,0.00,0.000,-11.25,7.5,22,0.00,0
181.171,off,0.00,0.00,3.91,-1.56,14.90,0,1,0.0,14.50,13.36,-11.20,-11.09,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,373,438,2,-1.5,15.50,1.77,0.864,180,104,118,7.80,1.30,3.30,204,2463,1.60,-0.24,0.000,0.00,0.000,-11.33,7.5,22,0.00,0
181.225,off,0.00,0.00,3.91,-1.56,15.12,0,0,0.0,14.50,13.44,-11.30,-11.18,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,391,438,2,-1.5,15.50,1.79,0.864,180,104,118,7.76,1.32,3.20,204,2489,0.40,-0.23,0.000,0.00,0.000,-11.41,7.5,22,0.00,0
181.281,off,0.00,0.00,3.91,-1.56,15.47,0,0,0.0,14.50,13.36,-11.32,-11.24,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,371,438,2,-1.5,15.50,1.81,0.874,180,104,118,7.68,1.30,3.18,204,2488,0.00,-0.20,0.000,0.00,0.000,-11.44,7.5,22,0.00,0
181.345,off,0.00,0.00,3.91,-1.56,15.76,0,-1,2.4,14.50,13.60,-11.35,-11.27,14.65,0.18,0.18,14.99,196,0.875,0,0.00,0.00,0,380,438,2,-1.5,15.50,1.83,0.890,180,104,118,7.60,1.32,3.15,204,2473,13.28,0.80,0.000,0.00,0.000,-10.47,7.9,22,0.00,0
181.401,off,0.00,0.00,3.91,-1.56,15.93,0,-1,3.1,14.50,13.44,-11.29,-11.25,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,381,438,2,-1.5,16.00,1.79,0.877,180,104,118,7.71,1.32,3.21,204,2443,15.78,0.96,0.000,0.00,0.000,-10.30,8.3,22,0.00,0
181.482,off,0.00,0.00,3.91,-1.56,16.16,0,-4,2.4,14.50,13.36,-11.10,-11.16,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,421,438,2,-1.5,17.50,1.83,0.896,180,104,118,7.91,1.38,3.40,204,2457,13.89,0.76,0.000,0.00,0.000,-10.42,7.9,22,0.00,0
181.546,off,0.00,0.00,3.91,-1.56,16.57,0,-15,2.0,14.50,13.92,-11.14,-11.11,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,485,438,2,-1.5,-0.50,1.57,0.765,180,104,118,7.94,1.34,3.37,204,2465,12.49,0.59,0.000,0.00,0.000,-10.53,7.9,22,0.00,0
181.600,off,0.00,0.00,3.91,-1.56,16.73,0,-21,1.2,14.50,13.76,-11.10,-11.05,14.65,0.19,0.19,14.99,196,0.875,0,0.00,0.00,0,481,438,2,-1.5,20.00,1.62,0.797,180,104,118,7.92,1.36,3.40,204,2446,11.29,0.43,0.000,0.00,0.000,-10.62,7.9,22,0.00,0
181.678,off,0.00,0.00,3.91,-1.56,16.73,0,-26,1.6,14.50,14.00,-11.06,-11.01,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,428,438,2,-1.5,21.50,1.66,0.810,180,104,118,7.90,1.32,3.44,204,2456,10.66,0.34,0.000,0.00,0.000,-10.67,7.9,22,0.00,0
181.742,off,0.00,0.00,3.91,-1.56,16.55,0,-28,2.4,14.50,14.00,-10.93,-10.95,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,373,438,2,-1.5,23.00,1.85,0.902,180,104,118,7.92,1.34,3.57,204,2462,12.85,0.45,0.000,0.00,0.000,-10.50,7.9,22,0.00,0
181.812,off,0.00,0.00,3.91,-1.56,16.20,0,-27,3.1,14.50,14.08,-10.87,-10.90,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,0,353,438,2,-1.5,23.50,1.90,0.928,180,104,118,7.94,1.34,3.63,204,2457,15.88,0.62,0.000,0.00,0.000,-10.28,7.9,22,0.00,0
181.867,off,0.00,0.00,3.91,-1.56,15.87,0,-27,2.7,14.50,13.92,-10.85,-10.86,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,349,438,2,-1.5,25.50,1.91,0.931,180,104,118,8.06,1.34,3.66,204,2462,15.08,0.52,0.000,0.00,0.000,-10.34,7.9,22,0.00,0
181.922,off,0.00,0.00,3.91,-1.56,15.52,0,-26,2.7,14.50,14.00,-10.85,-10.83,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,368,438,2,-1.5,26.00,1.90,0.928,180,104,118,8.09,1.36,3.66,204,2455,15.15,0.49,0.000,0.00,0.000,-10.34,7.9,22,0.00,0
181.992,off,0.00,0.00,3.91,-1.56,15.22,0,-24,2.7,14.50,13.92,-10.89,-10.84,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,361,438,2,-1.5,28.00,1.85,0.909,180,104,118,8.08,1.34,3.62,204,2442,15.03,0.48,0.000,0.00,0.000,-10.35,7.9,22,0.00,0
182.047,off,0.00,0.00,3.91,-1.56,14.98,0,-23,2.4,14.50,13.68,-10.92,-10.85,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,366,438,2,-1.5,28.00,1.95,0.966,180,104,118,8.06,1.36,3.58,204,2427,13.83,0.40,0.000,0.00,0.000,-10.45,7.9,22,0.00,0
182.102,off,0.00,0.00,3.91,-1.56,14.72,0,-22,2.0,14.50,14.00,-10.94,-10.87,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,393,438,2,-1.5,28.00,1.92,0.950,180,104,118,8.02,1.34,3.57,204,2424,12.62,0.33,0.000,0.00,0.000,-10.53,7.9,22,0.00,0
182.161,off,0.00,0.00,3.91,-1.56,14.57,0,-21,0.0,14.50,14.16,-10.97,-10.88,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,378,438,2,-1.5,28.00,1.92,0.947,180,104,118,7.98,1.32,3.54,204,2427,11.43,0.26,0.000,0.00,0.000,-10.62,7.9,22,0.00,0
182.226,off,-0.78,0.00,3.91,-1.56,14.54,0,-20,0.0,14.50,14.08,-10.95,-10.91,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,394,438,2,-1.5,28.00,1.83,0.902,180,104,118,7.97,1.32,3.56,204,2429,10.23,0.20,0.000,0.00,0.000,-10.71,7.9,22,0.00,0
182.281,off,-0.78,0.00,3.91,-1.56,14.48,0,-20,0.0,14.50,14.00,-10.75,-10.84,14.65,0.19,0.20,14.99,196,0.875,0,0.00,0.00,0,376,438,2,-1.5,27.50,1.82,0.896,180,104,118,7.94,1.32,3.75,204,2434,9.03,0.04,0.000,0.00,0.000,-10.80,7.9,22,0.00,0
182.369,off,-1.56,0.00,3.91,-1.56,14.32,0,-17,0.0,14.50,14.00,-11.01,-10.90,14.65,0.19,0.19,14.99,196,0.875,0,0.00,0.00,0,360,438,2,-1.5,25.50,1.87,0.925,180,104,118,7.84,1.32,3.49,204,2426,7.43,-0.02,0.000,0.00,0.000,-10.92,7.9,22,0.00,0
182.431,off,0.00,0.00,3.91,-1.56,14.27,0,-12,0.0,14.50,14.08,-11.08,-11.00,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,361,438,2,-1.5,24.00,1.85,0.918,180,104,118,7.77,1.32,3.43,204,2422,6.03,-0.02,0.000,0.00,0.000,-11.00,7.5,22,0.00,0
182.490,off,0.00,0.00,3.91,-1.56,14.19,0,-5,0.0,14.50,13.92,-11.07,-11.08,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,367,438,2,-1.5,22.00,1.80,0.899,180,104,118,7.66,1.30,3.43,204,2396,4.84,-0.03,0.000,0.00,0.000,-11.10,7.5,22,0.00,0
182.574,off,0.00,0.00,3.91,-1.56,14.12,0,1,0.0,14.50,14.00,-11.27,-11.17,14.66,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,385,438,2,-1.5,20.50,1.70,0.854,180,104,118,7.47,1.30,3.24,204,2390,3.34,-0.01,0.000,0.00,0.000,-11.16,7.5,22,0.00,0
182.633,off,0.00,0.00,3.91,-1.56,14.15,0,2,0.0,14.50,14.08,-11.30,-11.24,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,408,438,2,-1.5,20.00,1.66,0.832,180,104,118,7.37,1.30,3.20,204,2391,2.21,-0.02,0.000,0.00,0.000,-11.25,7.5,22,0.00,0
182.691,off,0.00,0.00,3.91,-1.56,14.17,0,3,0.0,14.50,14.00,-11.31,-11.30,14.65,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,424,438,2,-1.5,18.00,1.61,0.803,180,104,117,7.36,1.28,3.20,204,2410,1.05,-0.08,0.000,0.00,0.000,-11.37,7.5,22,0.00,0
182.764,off,0.00,0.00,3.91,-1.56,14.25,0,3,0.0,14.50,13.92,-11.34,-11.32,14.65,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,449,438,2,-1.5,17.00,1.58,0.781,180,104,117,7.39,1.28,3.16,204,2426,0.00,-0.13,0.000,0.00,0.000,-11.46,7.5,22,0.00,0
182.831,off,0.00,0.00,3.91,-1.56,14.39,0,2,0.0,14.50,14.16,-11.41,-11.33,14.65,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,456,438,2,-1.5,15.50,1.56,0.771,180,104,117,7.42,1.32,3.09,204,2420,0.00,-0.13,0.000,0.00,0.000,-11.46,7.5,22,0.00,0
182.886,off,0.00,0.00,3.91,-1.56,14.51,0,1,0.0,14.50,14.00,-11.37,-11.34,14.65,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,461,438,2,-1.5,15.50,1.55,0.778,180,104,117,7.43,1.30,3.13,204,2395,0.00,-0.13,0.000,0.00,0.000,-11.47,7.5,22,0.00,0
182.951,off,0.00,0.00,3.91,-1.56,14.59,0,0,0.0,14.50,13.84,-11.31,-11.34,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,467,438,2,-1.5,15.50,1.53,0.774,180,104,117,7.29,1.30,3.19,204,2376,0.00,-0.06,0.000,0.00,0.000,-11.40,7.1,22,0.00,0
183.015,off,0.00,0.00,3.91,-1.56,14.73,0,0,0.0,14.50,14.16,-11.46,-11.36,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,2,478,438,2,-1.5,15.50,1.48,0.752,180,104,117,7.19,1.28,3.05,204,2365,0.00,0.00,0.000,0.00,0.000,-11.36,7.1,22,0.00,0
183.071,off,0.00,0.00,3.91,-1.56,14.87,0,0,0.0,14.50,14.08,-11.43,-11.38,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,2,473,438,2,-1.5,15.50,1.48,0.752,180,104,117,7.13,1.28,3.08,204,2357,0.00,0.04,0.000,0.00,0.000,-11.33,7.1,22,0.00,0
183.152,off,0.00,0.00,3.91,-1.56,15.20,0,-1,0.0,14.50,14.16,-11.36,-11.35,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,2,486,438,2,-1.5,15.50,1.48,0.749,180,104,117,7.18,1.28,3.14,204,2371,0.00,0.00,0.000,0.00,0.000,-11.36,7.1,22,0.00,0
183.216,off,0.00,0.00,3.91,-1.56,15.65,0,-2,0.0,14.50,14.00,-11.43,-11.36,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,3,511,438,2,-1.5,15.50,1.48,0.742,180,104,117,7.25,1.30,3.08,204,2387,0.00,-0.07,0.000,0.00,0.000,-11.42,7.1,22,0.00,0
183.272,off,0.00,0.00,3.91,-1.56,15.87,0,-2,0.0,14.50,14.08,-11.29,-11.33,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,3,504,438,2,-1.5,15.50,1.41,0.720,180,104,117,7.14,1.28,3.21,204,2357,0.00,-0.03,0.000,0.00,0.000,-11.37,7.1,22,0.00,0
183.335,off,0.00,0.00,3.91,-1.56,16.35,0,-2,0.0,14.50,14.16,-11.29,-11.29,14.66,0.18,0.18,14.99,196,0.875,0,0.00,0.00,3,517,438,2,-1.5,15.50,1.40,0.720,180,104,117,7.03,1.28,3.21,204,2330,0.00,0.03,0.000,0.00,0.000,-11.28,7.1,21,0.00,0
183.411,off,0.00,0.00,3.91,-1.56,16.82,0,-2,0.0,14.50,14.08,-11.35,-11.29,14.66,0.17,0.18,14.99,196,0.875,0,0.00,0.00,4,504,438,2,-1.5,15.50,1.35,0.691,180,104,117,6.92,1.26,3.15,204,2338,0.00,0.06,0.000,0.00,0.000,-11.24,7.1,21,0.00,0
183.471,off,0.00,0.00,3.91,-1.56,17.59,0,-2,0.0,14.50,14.08,-11.33,-11.27,14.66,0.17,0.18,14.99,196,0.875,0,0.00,0.00,4,510,438,2,-1.5,15.50,1.34,0.691,180,104,117,6.93,1.28,3.17,204,2330,0.00,0.01,0.000,0.00,0.000,-11.26,7.1,21,0.00,0
183.552,off,0.00,0.00,3.91,-1.56,18.23,0,-3,0.0,14.50,13.68,-11.24,-11.23,14.66,0.17,0.18,14.99,196,0.875,0,0.00,0.00,4,510,438,2,-1.5,15.50,1.33,0.691,180,104,117,6.90,1.28,3.27,204,2316,0.00,0.03,0.000,0.00,0.000,-11.21,7.1,21,0.00,0
183.616,off,0.00,0.00,3.91,-1.56,19.22,0,-3,0.0,14.50,14.00,-11.23,-11.22,14.66,0.17,0.18,14.99,196,0.875,0,0.00,0.00,4,510,438,2,-1.5,15.50,1.33,0.691,180,104,117,6.90,1.28,3.28,204,2307,0.00,0.05,0.000,0.00,0.000,-11.16,7.1,21,0.00,0
183.697,off,0.00,0.00,3.91,-1.56,21.15,0,-3,8.6,14.50,14.00,-11.17,-11.16,14.58,0.17,0.18,13.02,196,0.875,0,0.00,0.00,0,515,438,2,-1.5,15.50,1.32,0.691,180,104,117,6.88,1.28,3.34,204,2295,16.20,1.16,0.000,0.00,0.020,-10.01,7.1,21,0.00,0
183.761,off,0.00,4.69,3.91,-1.56,22.20,0,-3,9.8,14.50,14.00,-11.17,-11.15,13.92,0.18,0.18,13.02,196,0.875,0,0.00,0.00,0,481,438,2,-1.5,16.00,1.65,0.858,180,104,117,7.14,1.28,3.34,204,2304,22.24,1.51,0.000,0.00,0.090,-9.64,7.9,21,0.00,0
183.831,off,0.00,4.69,3.91,-1.56,22.20,0,-4,10.2,14.50,14.00,-11.14,-11.11,13.92,0.19,0.20,13.02,196,0.875,0,0.00,0.00,0,489,438,2,-1.5,-2.00,1.76,0.909,180,104,117,7.72,1.36,3.37,204,2324,28.10,1.85,0.000,0.00,0.734,-9.27,8.7,21,0.00,0
183.900,off,0.00,4.69,3.91,-1.56,22.20,0,-10,8.2,14.50,13.28,-10.99,-11.08,13.92,0.21,0.21,13.02,196,0.875,0,0.00,0.00,0,484,438,2,-1.5,19.00,1.87,0.973,180,104,117,8.23,1.38,3.51,204,2312,32.74,2.24,0.000,0.00,0.804,-8.85,9.4,21,0.00,0
183.951,off,0.00,4.69,3.91,-1.56,22.20,0,-12,8.6,14.50,13.28,-10.79,-10.90,13.92,0.22,0.23,12.98,196,0.875,0,0.00,0.00,0,460,438,2,-1.5,20.00,2.02,1.040,180,104,117,9.05,1.44,3.71,204,2326,37.80,2.36,0.000,0.00,0.864,-8.59,10.2,21,0.00,0
184.037,off,0.00,4.69,3.91,-1.56,22.20,0,-12,5.5,14.50,13.28,-10.40,-10.55,13.92,0.26,0.26,12.89,196,0.875,0,0.00,0.00,0,427,438,2,-1.5,21.00,2.38,1.222,180,104,117,10.18,1.54,4.10,204,2336,32.59,2.39,0.000,0.00,0.944,-8.23,10.6,21,0.00,0
184.095,off,0.00,4.69,3.91,-1.56,21.19,0,-11,1.6,14.50,13.52,-10.41,-10.41,13.92,0.26,0.26,12.84,196,0.875,0,0.00,0.00,0,442,438,2,-1.5,22.50,2.39,1.248,180,104,117,9.98,1.44,4.09,204,2296,15.00,0.33,0.000,0.00,1.000,-10.07,7.9,21,0.00,0
184.168,off,0.00,4.69,3.91,-1.56,18.79,0,-10,0.0,14.50,13.52,-10.57,-10.53,13.92,0.25,0.25,12.89,196,0.875,0,0.00,0.00,0,411,438,2,-1.5,23.50,2.34,1.254,180,104,117,9.20,1.44,3.93,204,2237,13.50,0.54,0.000,0.00,1.000,-9.97,7.9,21,0.00,0
184.241,off,0.00,4.69,3.91,-1.56,17.22,0,-6,0.0,14.50,13.36,-10.86,-10.79,13.92,0.22,0.23,12.93,196,0.875,0,0.00,0.00,0,393,438,2,-1.5,23.00,2.29,1.219,180,104,117,8.73,1.32,3.64,204,2257,12.38,0.67,0.000,0.00,1.000,-10.07,7.5,21,0.00,0
184.305,off,0.00,4.69,3.91,-1.56,16.40,0,1,0.0,14.50,13.36,-11.17,-11.03,13.92,0.22,0.22,12.98,196,0.875,0,0.00,0.00,0,382,438,2,-1.5,21.50,2.32,1.222,180,104,117,8.40,1.32,3.34,204,2279,10.88,0.75,0.000,0.00,1.000,-10.27,7.5,21,0.00,0
184.376,off,0.00,4.69,3.91,-1.56,15.49,0,3,0.0,14.50,13.36,-11.26,-11.20,13.94,0.21,0.21,13.02,196,0.875,0,0.00,0.00,1,396,438,2,-1.5,21.00,2.35,1.226,180,104,117,8.19,1.28,3.25,204,2296,9.75,0.77,0.000,0.00,1.000,-10.40,7.5,21,0.00,0
184.430,off,0.00,4.69,3.91,-1.56,14.70,0,6,0.0,14.50,13.52,-11.43,-11.35,14.00,0.19,0.21,14.99,196,0.875,0,0.00,0.00,1,448,438,2,-1.5,19.00,2.34,1.226,180,104,117,7.84,1.26,3.07,204,2289,8.44,0.85,0.000,0.00,1.000,-10.47,7.5,21,0.00,0
184.511,off,0.00,3.91,3.91,-1.56,13.98,0,5,0.0,14.50,13.44,-11.49,-11.44,14.08,0.19,0.20,14.99,196,0.875,0,0.00,0.00,1,447,438,2,-1.5,17.50,2.31,1.226,180,104,117,7.53,1.28,3.01,204,2266,7.12,0.89,0.000,0.00,1.000,-10.52,7.1,21,0.00,0
184.576,off,0.00,3.12,3.91,-1.56,14.14,0,4,0.0,14.50,13.52,-11.44,-11.45,14.14,0.19,0.19,14.99,196,0.875,0,0.00,0.00,1,468,438,2,-1.5,16.00,2.29,1.226,180,104,117,7.28,1.26,3.06,204,2246,5.81,0.90,0.000,0.00,1.000,-10.54,7.1,21,0.00,0
184.647,off,0.00,2.34,3.91,-1.56,13.91,0,3,0.0,14.50,13.36,-11.47,-11.50,14.22,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,475,438,2,-1.5,15.50,2.28,1.226,180,104,117,7.06,1.26,3.04,204,2228,4.50,0.92,0.000,0.00,1.000,-10.58,7.1,21,0.00,0
184.721,off,0.00,1.56,3.91,-1.56,13.93,0,2,0.0,14.50,13.52,-11.55,-11.53,14.28,0.18,0.19,14.99,196,0.875,0,0.00,0.00,1,471,438,2,-1.5,15.50,2.28,1.226,180,104,117,6.93,1.24,2.95,204,2229,3.19,0.88,0.000,0.00,1.000,-10.65,7.1,21,0.00,0
184.781,off,0.00,1.56,3.91,-1.56,14.06,0,1,0.0,14.50,13.44,-11.56,-11.54,14.37,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,469,438,2,-1.5,15.50,2.30,1.226,180,104,117,6.87,1.26,2.94,204,2251,1.88,0.70,0.000,0.00,1.000,-10.83,7.1,21,0.00,0
184.866,off,0.00,0.78,3.91,-1.56,14.25,0,1,0.0,14.50,13.60,-11.57,-11.56,14.45,0.18,0.18,14.99,196,0.875,0,0.00,0.00,1,459,438,2,-1.5,15.50,2.30,1.226,180,104,117,6.80,1.24,2.94,204,2251,0.38,0.61,0.000,0.00,1.000,-10.95,7.1,21,0.00,0
184.925,off,0.00,0.78,3.91,-1.56,14.39,0,0,0.0,14.50,13.60,-11.54,-11.57,14.51,0.17,0.18,14.99,196,0.875,0,0.00,0.00,2,450,438,2,-1.5,15.50,2.27,1.226,180,104,117,6.68,1.24,2.96,204,2225,0.00,0.65,0.000,0.00,1.000,-10.92,6.7,21,0.00,0
184.996,off,0.00,0.00,3.91,-1.56,14.61,0,0,0.0,14.50,13.52,-11.56,-11.58,14.57,0.17,0.18,14.99,196,0.875,0,0.00,0.00,2,477,438,2,-1.5,15.50,2.25,1.226,180,104,117,6.52,1.24,2.95,204,2205,0.00,0.73,0.000,0.00,1.000,-10.85,6.7,20,0.00,0
185.061,off,0.00,0.00,3.91,-1.56,14.80,0,-1,0.0,14.50,13.60,-11.58,-11.58,14.58,0.17,0.17,13.02,196,0.875,0,0.00,0.00,2,490,438,2,-1.5,15.50,2.21,1.226,180,104,117,6.29,1.24,2.92,204,2165,0.00,0.85,0.000,0.00,1.000,-10.72,6.7,20,0.00,0
185.137,off,0.00,0.00,3.91,-1.56,15.77,0,-1,0.0,14.50,13.36,-11.61,-11.58,14.58,0.17,0.17,13.02,196,0.875,0,0.00,0.00,3,484,438,2,-1.5,15.50,2.23,1.226,180,104,117,6.28,1.22,2.89,204,2181,0.00,0.85,0.000,0.00,1.000,-10.73,6.7,20,0.00,0
185.215,off,0.00,0.00,3.91,-1.56,16.56,0,-1,0.0,14.50,13.36,-11.57,-11.57,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,3,514,438,2,-1.5,15.50,2.24,1.226,180,104,117,6.33,1.24,2.93,204,2196,0.00,0.77,0.000,0.00,1.000,-10.81,6.7,20,0.00,0
185.281,off,0.00,0.00,3.91,-1.56,16.91,0,-2,0.0,14.50,13.44,-11.54,-11.55,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,3,517,438,2,-1.5,15.50,2.19,1.226,180,104,117,6.15,1.22,2.96,204,2149,0.00,0.85,0.000,0.00,1.000,-10.70,6.7,20,0.00,0
185.366,off,0.00,0.00,3.91,-1.56,17.48,0,-2,0.0,14.50,13.60,-11.55,-11.52,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,4,507,438,2,-1.5,15.50,2.17,1.226,180,104,117,6.02,1.20,2.96,204,2126,0.00,0.98,0.000,0.00,1.000,-10.56,6.3,20,0.00,0
185.421,off,0.00,0.00,3.91,-1.56,18.52,0,-2,0.0,14.50,13.20,-11.52,-11.51,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,4,510,438,2,-1.5,10.50,2.18,1.226,180,104,117,6.04,1.22,2.98,204,2133,0.00,0.92,0.000,0.00,1.000,-10.59,6.3,19,0.00,0
185.509,off,0.00,0.00,3.91,-1.56,18.75,0,-2,0.0,14.50,13.36,-11.48,-11.51,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,4,510,438,2,-1.5,10.50,2.15,1.226,180,104,117,5.97,1.20,3.02,204,2110,0.00,0.96,0.000,0.00,1.000,-10.55,6.3,19,0.00,0
185.561,off,0.00,0.00,3.91,-1.56,19.46,0,-2,0.0,14.50,14.08,-11.41,-11.47,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,4,515,438,2,-1.5,10.50,2.13,1.226,180,104,117,5.90,1.20,3.09,204,2088,0.00,1.01,0.000,0.00,1.000,-10.45,6.3,19,0.00,0
185.642,off,0.00,0.00,3.91,-1.56,20.38,0,-2,0.0,14.50,13.68,-11.46,-11.46,14.58,0.17,0.17,13.02,194,0.875,0,0.00,0.00,4,515,438,2,-1.5,10.50,2.12,1.226,180,104,117,5.83,1.18,3.05,204,2080,0.00,1.03,0.000,0.00,1.000,-10.42,6.3,19,0.00,0
185.706,off,0.00,0.00,3.91,-1.56,21.50,0,-2,0.0,14.50,14.08,-11.40,-11.43,14.58,0.16,0.17,13.02,194,0.875,0,0.00,0.00,4,520,438,2,-1.5,10.50,2.12,1.226,180,104,117,5.78,1.20,3.10,204,2074,0.00,1.02,0.000,0.00,1.000,-10.41,6.3,19,0.00,0
185.777,off,0.00,0.00,3.91,-1.56,22.20,0,-7,0.0,14.50,14.08,-11.42,-11.41,14.58,0.16,0.17,13.02,194,0.875,0,0.00,0.00,4,520,438,2,-1.5,10.50,2.10,1.226,180,104,117,5.70,1.18,3.08,204,2056,0.00,1.06,0.000,0.00,1.000,-10.35,6.3,19,0.00,0
185.861,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,14.00,-11.36,-11.40,14.58,0.16,0.17,13.02,194,0.875,0,0.00,0.00,4,520,438,2,-1.5,10.50,2.09,1.226,180,104,117,5.65,1.18,3.14,204,2044,0.00,1.09,0.000,0.00,1.000,-10.31,5.9,19,0.00,0
